name,위도,경도,전기차등록수,X500m충전소,X500m생활근린시설,주민등록세대,면수
신흥시장공영주차장,37.4667021,126.635689,0.197870453,0.090625,0.332348597,0.080895468,39
신흥시장제2공영주차장,37.4661154,126.6365978,0.197870453,0.191666667,0.369276219,0.080895468,14
연안부두로128번길노상주차장,37.44904199,126.5936473,0.197870453,1,0.016248154,0.029745938,59
연안부두로148번길제2노상주차장,37.44713399,126.5963744,0.197870453,1,0.016248154,0.029745938,26
연안부두로75번길노상주차장,37.45267739,126.5986095,0.197870453,0.2421875,0.066469719,0.029745938,32
연안부두로제2노상주차장,37.44936976,126.5978044,0.197870453,1,0.025110783,0.029745938,70
연안초등학교뒷길 노상주차장,37.45368797,126.6076275,0.197870453,1,0.144756278,0.029745938,11
영종역일원(노상) 공영주차장,37.510818,126.5241062,0.197870453,0.494791667,0.026587888,0.135317332,103
왕산 공영주차장,37.45590978,126.3715102,0.197870453,0.326388889,0.035450517,0.02807466,186
용동공영주차장,37.47346239,126.6305391,0.197870453,0.494791667,0.822747415,0.04020898,49
우현로20번길노상주차장,37.46821127,126.6282965,0.197870453,0.073784722,0.531757755,0.029745938,12
운 서 1,37.494173,126.491607,0.197870453,0.115885417,0,0.26074744,41
운 서 역,37.4928447,126.4936663,0.197870453,0.133928571,0,0.26074744,1038
월 미 도,37.47601326,126.6017497,0.197870453,0.191666667,0.087149188,0.043045939,127
월미도1공영주차장,37.4751514,126.601951,0.197870453,0.191666667,0.104874446,0.043045939,24
월미도2공영주차장,37.47541558,126.6016908,0.197870453,0.191666667,0.094534712,0.043045939,39
월미도3공영주차장,37.47525477,126.601345,0.197870453,0.191666667,0.101920236,0.043045939,61
월미도4공영주차장,37.4749436,126.6016875,0.197870453,0.191666667,0.113737075,0.043045939,20
월미도무료공영주차장,37.4766206,126.6004132,0.197870453,0.191666667,0.094534712,0.043045939,16
월미도제2공영주차장,37.47743131,126.5985286,0.197870453,0.191666667,0.091580502,0.043045939,136
월미로50번길노상주차장,37.46788014,126.6053151,0.197870453,0.494791667,0.019202363,0.043045939,13
월미로50번길제2노상주차장,37.47855672,126.6156014,0.197870453,0.2421875,0.128508124,0.043045939,21
월미로제3노상주차장,37.47147168,126.5962888,0.197870453,0.494791667,0.062038405,0.043045939,23
월미로제4노상주차장,37.47014308,126.6002711,0.197870453,0.191666667,0.050221566,0.043045939,86
율목공원제1공영주차장,37.4694662,126.6338658,0.197870453,0.133928571,0.509601182,0.017653751,3
율목공원제3공영주차장,37.4697452,126.6340058,0.197870453,0.133928571,0.531757755,0.017653751,4
율목공원제4공영주차장,37.470046,126.6340621,0.197870453,0.133928571,0.561299852,0.017653751,2
율목동공영주차장,37.46887503,126.6355274,0.197870453,0.494791667,0.456425406,0.017653751,21
율목동주민센터뒤공영주차장,37.46974989,126.6353749,0.197870453,0.494791667,0.496307238,0.017653751,3
율목로,37.4683036,126.6350247,0.197870453,0.133928571,0.422451994,0.080895468,11
율목로8번길노상주차장,37.46930778,126.6345902,0.197870453,0.133928571,0.488921713,0.017653751,15
율목로제1노상주차장,37.46909134,126.6333614,0.197870453,0.101851852,0.494830133,0.017653751,13
율목로제2노상주차장,37.47117766,126.6320715,0.197870453,0.494791667,0.82717873,0.017653751,28
은 골 1,37.4963519,126.4917032,0.197870453,0.115885417,0,0.26074744,29
을왕리 공영주차장,37.44476466,126.3749195,0.197870453,0.326388889,0.11225997,0.02807466,138
인중로144번길노상주차장,37.46689738,126.6278829,0.197870453,0.115885417,0.369276219,0.029745938,23
인중로42번길노상주차장,37.46474104,126.6391384,0.197870453,0.157986111,0.330871492,0.080895468,13
인중로50번길노상주차장,37.46511108,126.6387523,0.197870453,0.157986111,0.327917282,0.080895468,2
인하대병원사거리공영주차장,37.45998591,126.6374975,0.197870453,0.027006173,0.159527326,0.080895468,101
자유공원공영주차장,37.47420666,126.6234332,0.197870453,0.067307692,0.610044313,0.029745938,35
자유공원남로노상주차장,37.47408104,126.6213401,0.197870453,0.067307692,0.444608567,0.029745938,3
자유공원로노상주차장,37.47571123,126.6296707,0.197870453,0.494791667,0.750369276,0.04020898,18
자유공원서로37번길제1노상주차장,37.47823185,126.6187822,0.197870453,0.191666667,0.212703102,0.043045939,10
자유공원서로37번길제2노상주차장,37.47798202,126.6195432,0.197870453,0.191666667,0.209748892,0.043045939,16
자유공원서로노상주차장,37.47787232,126.6235505,0.197870453,0.061755952,0.174298375,0.04020898,5
자유공원서로제2노상주차장,37.4745162,126.6232948,0.197870453,0.067307692,0.612998523,0.029745938,35
전동공영주차장,37.47590775,126.6268389,0.197870453,0.494791667,0.574593796,0.04020898,70
전동그린맨션뒤공영주차장,37.4788123,126.6266091,0.197870453,0.049019608,0.215657312,0.04020898,10
정보산업고뒤제1공영주차장,37.47034893,126.6359454,0.197870453,0.2421875,0.435745938,0.017653751,9
정보산업고뒤제2공영주차장,37.4703278,126.6354643,0.197870453,0.494791667,0.496307238,0.017653751,4
제물량길공영주차장,37.47827333,126.6193518,0.197870453,0.191666667,0.187592319,0.043045939,5
제물량로108번길노상주차장,37.46979113,126.6323993,0.197870453,0.101851852,0.626292467,0.017653751,4
제물량로113번길제1노상주차장,37.46733171,126.630666,0.197870453,0.101851852,0.29689808,0.080895468,6
제물량로113번길제2노상주차장,37.46766155,126.6302168,0.197870453,0.101851852,0.361890694,0.080895468,5
제물량로232번안길노상주차장,37.47248658,126.6217795,0.197870453,0.073784722,0.542097489,0.029745938,9
제물량로241번길노상주차장,37.47366391,126.6171594,0.197870453,0.133928571,0.240768095,0.029745938,46
제물량로95번길노상주차장,37.46736843,126.6321444,0.197870453,0.101851852,0.35450517,0.080895468,5
제물량로제1노상주차장,37.48009974,126.6202154,0.197870453,0.101851852,0.129985229,0.043045939,30
제물량로제1노상주차장,37.47173179,126.6215193,0.197870453,0.073784722,0.546528804,0.029745938,18
제물량로제2노상주차장,37.47996879,126.6198407,0.197870453,0.326388889,0.135893648,0.043045939,95
차이나타운공영주차장,37.47605364,126.6183546,0.197870453,0.115885417,0.259970458,0.043045939,186
차이나타운로20번길노상주차장,37.47790615,126.6183678,0.197870453,0.191666667,0.215657312,0.043045939,9
차이나타운로26번길노상주차장,37.47693012,126.6185718,0.197870453,0.191666667,0.23929099,0.043045939,5
참외전로13번길노상주차장,37.48030713,126.6208248,0.197870453,0.115885417,0.109305761,0.043045939,5
참외전로13번길제2노상주차장,37.47962668,126.6207936,0.197870453,0.101851852,0.135893648,0.043045939,8
참외전로244번길제1노상주차장,37.46672574,126.6387717,0.197870453,0.133928571,0.387001477,0.021333371,14
참외전로244번길제2노상주차장,37.46868666,126.6400599,0.197870453,0.326388889,0.395864106,0.021333371,21
참외전로27번길노상주차장,37.48007965,126.6218164,0.197870453,0.081439394,0.11816839,0.043045939,14
참외전로33번길노상주차장,37.48059047,126.6237765,0.197870453,0.042763158,0.129985229,0.043045939,5
참외전로37번길노상주차장,37.48039099,126.6245147,0.197870453,0.045717593,0.147710487,0.043045939,10
참외전로45번길노상주차장,37.4801593,126.6253253,0.197870453,0.042763158,0.149187592,0.043045939,6
참외전로56번길노상주차장,37.4789068,126.6269992,0.197870453,0.049019608,0.224519941,0.04020898,4
참외전로59번길노상주차장,37.48069717,126.6210761,0.197870453,0.025669643,0.090103397,0.043045939,38
참외전로72번길제1노상주차장,37.47721729,126.6291077,0.197870453,0.191666667,0.490398818,0.04020898,6
참외전로72번길제2노상주차장,37.4783688,126.627826,0.197870453,0.049019608,0.311669129,0.04020898,4
참외전로제1노상주차장,37.47955473,126.6222125,0.197870453,0.081439394,0.107828656,0.043045939,11
초롱공원길,37.4995214,126.4892182,0.197870453,0.494791667,0,0.26074744,19
축항대로296번길노상주차장,37.43169473,126.6238225,0.197870453,1,0.005908419,0.080895468,7
축항대로86번길노상주차장,37.4504837,126.6043008,0.197870453,1,0.106351551,0.029745938,43
축항대로86번길제2노상주차장,37.45579478,126.6071599,0.197870453,1,0.135893648,0.029745938,15
축항대로86번길제3노상주차장,37.45636214,126.6065376,0.197870453,1,0.134416544,0.029745938,11
축항대로제1노상주차장,37.45989456,126.6082508,0.197870453,1,0.014771049,0.029745938,78
축항대로제2노상주차장,37.45758397,126.6043972,0.197870453,0.494791667,0.078286558,0.029745938,50
한중문화관공영주차장,37.4731039,126.61904,0.197870453,0.067307692,0.34859675,0.029745938,109
해광사위공영주차장,37.46880798,126.6328979,0.197870453,0.101851852,0.512555391,0.080895468,8
해양광장공영주차장,37.45549582,126.6018268,0.197870453,0.2421875,0.143279173,0.029745938,220
햇살마트앞공영주차장,37.46631591,126.6378074,0.197870453,0.157986111,0.347119645,0.021333371,10
홍예문인근공영주차장,37.473838,126.625719,0.197870453,0.081439394,0.852289513,0.029745938,32
